input_identifier,resolved_identifier,record_type,name,latitude_dd,longitude_dd,country,state,city,source_dataset,nasr_cycle_date,appears_in,source_url,notes
LAS,LAS,Airport / landing facility,HARRY REID INTL,36.08034277,-115.15244861,US,NV,LAS VEGAS,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
LAS,LAS,Navigation aid,LAS VEGAS,36.07970147,-115.15979791,US,NV,LAS VEGAS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
LAX,LAX,Airport / landing facility,LOS ANGELES INTL,33.94249638,-118.40804861,US,CA,LOS ANGELES,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
LAX,LAX,Navigation aid,LOS ANGELES,33.93314911,-118.43201277,US,CA,LOS ANGELES,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
LAX,LAX,Navigation aid,SAN PEDRO HILL,33.74585083,-118.33618305,US,CA,LOS ANGELES,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
LBF,LBF,Airport / landing facility,NORTH PLATTE RGNL/LEE BIRD FLD,41.12621277,-100.68365305,US,NE,NORTH PLATTE,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
LBF,LBF,Navigation aid,NORTH PLATTE,41.04870452,-100.74709763,US,NE,NORTH PLATTE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_IFR
LDN,LDN,Navigation aid,LINDEN,38.85439844,-78.20557108,US,VA,LINDEN,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
LGA,LGA,Airport / landing facility,LAGUARDIA,40.77724222,-73.87260555,US,NY,NEW YORK,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
LGA,LGA,Navigation aid,LA GUARDIA,40.78371475,-73.86859913,US,NY,NEW YORK,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
LMT,LMT,Airport / landing facility,CRATER LAKE/KLAMATH RGNL,42.15614305,-121.733365,US,OR,KLAMATH FALLS,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
LMT,LMT,Navigation aid,KLAMATH FALLS,42.15314158,-121.72752827,US,OR,KLAMATH FALLS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
LNK,LNK,Airport / landing facility,LINCOLN,40.85089138,-96.75912111,US,NE,LINCOLN,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
LNK,LNK,Navigation aid,LINCOLN,40.92379347,-96.7420095,US,NE,LINCOLN,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
LOOSE,LOOSE,Fix / reporting point / waypoint,,33.89635555,-93.08566111,US,AR,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,SID"
LPERD,LPERD,Fix / reporting point / waypoint,,30.60255,-81.28115555,US,FL,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
LRP,LRP,Navigation aid,LANCASTER,40.11997552,-76.29129536,US,PA,LANCASTER,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
MAD,MAD,Navigation aid,MADISON,41.31386111,-72.69220277,US,CT,MADISON,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_IFR
MAGOO,MAGOO,Fix / reporting point / waypoint,,40.024925,-90.76183333,US,IL,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH,STAR"
MCI,MCI,Airport / landing facility,KANSAS CITY INTL,39.29761111,-94.71388888,US,MO,KANSAS CITY,APT,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
MCI,MCI,Navigation aid,KANSAS CITY,39.28528333,-94.73706111,US,MO,KANSAS CITY,NAV,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
MCO,MCO,Airport / landing facility,ORLANDO INTL,28.42938888,-81.309,US,FL,ORLANDO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
MCRAY,MCRAY,Fix / reporting point / waypoint,,39.53824722,-77.860575,US,MD,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH,MILITARY SID,SID"
MEMFS,MEMFS,Fix / reporting point / waypoint,,35.01517222,-89.98301944,US,TN,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,STAR"
MIA,MIA,Airport / landing facility,MIAMI INTL,25.79536111,-80.29011583,US,FL,MIAMI,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
MIP,MIP,Navigation aid,MILTON,41.02339191,-76.66528994,US,PA,MILTON,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
MISEN,MISEN,Fix / reporting point / waypoint,,35.10235,-116.40385,US,CA,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH,SID,STAR"
MLC,MLC,Airport / landing facility,MC ALESTER RGNL,34.88238888,-95.78347222,US,OK,MC ALESTER,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
MLC,MLC,Navigation aid,MC ALESTER,34.84944091,-95.78234422,US,OK,MC ALESTER,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=TACAN; status=OPERATIONAL_IFR
MOSTE,MOSTE,Fix / reporting point / waypoint,,28.21268333,-80.61656944,US,FL,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,chartTypes=MILITARY IAP
MSP,MSP,Airport / landing facility,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,44.88197222,-93.22177777,US,MN,MINNEAPOLIS,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
MSP,MSP,Navigation aid,MINNEAPOLIS,44.89649883,-93.23653158,US,MN,MINNEAPOLIS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
MSP,MSP,Navigation aid,MINNEAPOLIS ST PAUL,44.89027777,-93.22944444,US,MN,MINNEAPOLIS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_RESTRICTED
MVA,MVA,Navigation aid,MINA,38.56529944,-118.03285333,US,NV,MINA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
MXE,MXE,Navigation aid,MODENA,39.91805002,-75.6708215,US,PA,MODENA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
MZV,MZV,Navigation aid,MOLINE,41.32092102,-90.63821433,US,IL,MOLINE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_IFR
OAL,OAL,Navigation aid,COALDALE,38.00326138,-117.77044583,US,NV,COALDALE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
OBK,OBK,Navigation aid,NORTHBROOK,42.22137652,-87.95167038,US,IL,NORTHBROOK,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
ODI,ODI,Navigation aid,NODINE,43.91232916,-91.46751616,US,MN,NODINE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
OED,OED,Navigation aid,ROGUE VALLEY,42.47957422,-122.91293355,US,OR,MEDFORD,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
OGRAE,OGRAE,Fix / reporting point / waypoint,,35.74566944,-79.185475,US,NC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
OMA,OMA,Airport / landing facility,EPPLEY AIRFIELD,41.30316666,-95.89405555,US,NE,OMAHA,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
OMA,OMA,Navigation aid,OMAHA,41.29550555,-95.88688888,US,NE,OMAHA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
OMN,OMN,Airport / landing facility,ORMOND BEACH MUNI,29.30114,-81.11379972,US,FL,ORMOND BEACH,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
OMN,OMN,Navigation aid,ORMOND BEACH,29.30325055,-81.11269825,US,FL,ORMOND BEACH,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
OOD,OOD,Navigation aid,WOODSTOWN,39.63607752,-75.30305627,US,NJ,WOODSTOWN,NAV,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
ORD,ORD,Airport / landing facility,CHICAGO O'HARE INTL,41.97694027,-87.90814972,US,IL,CHICAGO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
ORW,ORW,Navigation aid,NORWICH,41.55640372,-71.9993533,US,CT,NORWICH,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_IFR
OTK,OTK,Navigation aid,VALDOSTA,30.78044602,-83.27972694,US,GA,VALDOSTA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
OXI,OXI,Airport / landing facility,STARKE COUNTY,41.32970194,-86.66460944,US,IN,KNOX,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
OXI,OXI,Navigation aid,KNOX,41.32205877,-86.64928852,US,IN,KNOX,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=DME; status=OPERATIONAL_IFR
PAACK,PAACK,Fix / reporting point / waypoint,,35.92785,-77.25860833,US,NC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
PANDY,PANDY,Fix / reporting point / waypoint,,33.47483055,-80.44866944,US,SC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
PBI,PBI,Airport / landing facility,PALM BEACH INTL,26.68316166,-80.09559194,US,FL,WEST PALM BEACH,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
PBI,PBI,Navigation aid,PALM BEACH,26.680055,-80.08648986,US,FL,WEST PALM BEACH,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
PEETT,PEETT,Fix / reporting point / waypoint,,36.44581388,-78.57115833,US,NC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
PHL,PHL,Airport / landing facility,PHILADELPHIA INTL,39.87208388,-75.24066305,US,PA,PHILADELPHIA,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
PHL,PHL,Navigation aid,PHILADELPHIA,39.86528055,-75.23365,US,PA,PHILADELPHIA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_RESTRICTED
PHX,PHX,Airport / landing facility,PHOENIX SKY HARBOR INTL,33.43427777,-112.01158333,US,AZ,PHOENIX,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
PHX,PHX,Navigation aid,PHOENIX,33.43535494,-112.00791383,US,AZ,PHOENIX,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
PINNS,PINNS,Fix / reporting point / waypoint,,41.24522222,-73.950825,US,NY,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=AREA,CONTROLLER,ENROUTE LOW"
POLYY,POLYY,Fix / reporting point / waypoint,,34.81042777,-79.99883611,US,NC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
PONCT,PONCT,Fix / reporting point / waypoint,,42.74689722,-73.81335277,US,NY,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
PRMUS,PRMUS,Fix / reporting point / waypoint,,29.81824166,-81.12242777,US,FL,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
PSP,PSP,Airport / landing facility,PALM SPRINGS INTL,33.82966972,-116.50669416,US,CA,PALM SPRINGS,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
PSP,PSP,Navigation aid,PALM SPRINGS,33.87001358,-116.42977258,US,CA,PALM SPRINGS,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
PUPYY,PUPYY,Fix / reporting point / waypoint,,31.40988333,-81.81838611,US,GA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
PVD,PVD,Airport / landing facility,RHODE ISLAND TF GREEN INTL,41.72233333,-71.42772222,US,RI,PROVIDENCE,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
PVD,PVD,Navigation aid,PROVIDENCE,41.72434394,-71.42963861,US,RI,PROVIDENCE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
PVD,PVD,Navigation aid,PROVIDENCE,41.72361111,-71.42666666,US,RI,PROVIDENCE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
PXR,PXR,Navigation aid,PHOENIX,33.43301725,-111.97020183,US,AZ,PHOENIX,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
PXV,PXV,Navigation aid,POCKET CITY,37.92831983,-87.76237986,US,IN,EVANSVILLE,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
PYE,PYE,Navigation aid,POINT REYES,38.07975666,-122.8678275,US,CA,POINT REYES,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOR/DME; status=OPERATIONAL_RESTRICTED
QUART,QUART,Fix / reporting point / waypoint,,37.52365277,-77.71480277,US,VA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
RAMMS,RAMMS,Fix / reporting point / waypoint,,40.49355,-105.23881111,US,CO,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
RAYVO,RAYVO,Fix / reporting point / waypoint,,33.64558888,-80.0669,US,SC,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
RBL,RBL,Airport / landing facility,RED BLUFF MUNI,40.15030555,-122.25219444,US,CA,RED BLUFF,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
RBL,RBL,Navigation aid,RED BLUFF,40.09890972,-122.23635038,US,CA,RED BLUFF,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
RBV,RBV,Navigation aid,ROBBINSVILLE,40.20240208,-74.49502611,US,NJ,ROBBINSVILLE,NAV,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
RDU,RDU,Airport / landing facility,RALEIGH-DURHAM INTL,35.87763888,-78.78747222,US,NC,RALEIGH/DURHAM,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
RDU,RDU,Navigation aid,RALEIGH/DURHAM,35.87252113,-78.78334211,US,NC,RALEIGH/DURHAM,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
ROBUC,ROBUC,Fix / reporting point / waypoint,,41.67891944,-71.58511666,US,RI,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER,STAR"
ROKKT,ROKKT,Fix / reporting point / waypoint,,30.62651111,-81.07401944,US,OA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH,STAR"
ROYCO,ROYCO,Fix / reporting point / waypoint,,31.58621666,-81.03956944,US,GA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
RRONS,RRONS,Fix / reporting point / waypoint,,42.68369722,-82.74949444,US,MI,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,ENROUTE HIGH"
RZS,RZS,Navigation aid,SAN MARCUS,34.50953197,-119.77098813,US,CA,SANTA BARBARA,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SAC,SAC,Airport / landing facility,SACRAMENTO EXEC,38.51286138,-121.49330111,US,CA,SACRAMENTO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SAC,SAC,Navigation aid,SACRAMENTO,38.4437393,-121.55165286,US,CA,SACRAMENTO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_RESTRICTED
SAC,SAC,Navigation aid,SACRAMENTO EXECUTIVE,38.50972222,-121.49444444,US,CA,SACRAMENTO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
SAN,SAN,Airport / landing facility,SAN DIEGO INTL,32.73356277,-117.18966333,US,CA,SAN DIEGO,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SAN,SAN,Navigation aid,MOUNT SOLEDAD,32.83976944,-117.25281388,US,CA,SAN DIEGO,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VOT; status=OPERATIONAL_IFR
SARAA,SARAA,Fix / reporting point / waypoint,,40.439325,-75.88786111,US,PA,,FIX,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
SAWED,SAWED,Fix / reporting point / waypoint,,37.53353611,-75.85808333,US,VA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
SBV,SBV,Navigation aid,SOUTH BOSTON,36.67503858,-79.01449916,US,VA,SOUTH BOSTON,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=VORTAC; status=OPERATIONAL_IFR
SBY,SBY,Airport / landing facility,SALISBURY-OCEAN CITY WICOMICO RGNL,38.34018944,-75.50947805,US,MD,SALISBURY,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
SBY,SBY,Navigation aid,SALISBURY,38.34500558,-75.51057427,US,MD,SALISBURY,NAV,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,type=TACAN; status=OPERATIONAL_RESTRICTED
SCOOB,SCOOB,Fix / reporting point / waypoint,,37.59222222,-76.63027777,US,VA,,FIX,2026-06-11,FAA-mined route text,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,"chartTypes=CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
SEA,SEA,Airport / landing facility,SEATTLE-TACOMA INTL,47.44988888,-122.31177777,US,WA,SEATTLE,APT,2026-06-11,Original user route list,https://www.faa.gov/air_traffic/flight_info/aeronav/Aero_Data/NASR_Subscription/2026-06-11/,
